record_id,age_group_code,city_tier_code,income_q_code,edu_level_code,age_group_label,city_tier_label,income_q_label,edu_level_label,household_size,purchase_freq_per_month,transaction_value_inr,digital_literacy_score,consumer_awareness_index,price_sensitivity,product_availability,age_scaled,tier_scaled,income_scaled,perceived_quality,adoption_score,adoption_binary
4811,3,2,0,1,46-55,Tier-3,Top_20pct,Secondary,2,1.0,485.95,0.7414,0.2974,0.8916,0.3019,0.25,0.0,1.0,0.4711,0.1997,0
4812,0,0,3,1,18-25,Tier-1,20_40pct,Secondary,1,2.409,149.19,0.1454,0.5185,0.5235,0.6201,1.0,1.0,0.25,0.4607,0.5722,1
4813,1,1,2,2,26-35,Tier-2,40_60pct,Graduate,3,1.0,1259.38,0.9122,0.6543,0.4242,0.5399,0.75,0.5,0.5,0.4362,0.4927,0
4814,2,1,3,1,36-45,Tier-2,20_40pct,Secondary,6,15.345,657.67,0.2792,0.388,0.5659,0.2749,0.5,0.5,0.25,0.5001,0.4485,0
4815,3,0,1,1,46-55,Tier-1,60_80pct,Secondary,1,1.0,365.63,0.4101,0.438,0.5741,0.4909,0.25,1.0,0.75,0.3591,0.5335,1
4816,3,2,3,2,46-55,Tier-3,20_40pct,Graduate,7,1.0,752.08,0.8685,0.6096,0.5474,0.5513,0.25,0.0,0.25,0.5379,0.4326,0
4817,3,1,2,2,46-55,Tier-2,40_60pct,Graduate,2,3.875,771.44,0.5961,0.6048,0.615,0.4551,0.25,0.5,0.5,0.4185,0.4297,0
4818,3,0,4,2,46-55,Tier-1,Bottom_20pct,Graduate,5,5.194,983.85,0.3378,0.7262,0.5975,0.665,0.25,1.0,0.0,0.4186,0.583,1
4819,0,2,0,1,18-25,Tier-3,Top_20pct,Secondary,6,6.528,958.87,0.6186,0.4794,0.5857,0.2644,1.0,0.0,1.0,0.4483,0.397,0
4820,1,1,2,1,26-35,Tier-2,40_60pct,Secondary,3,1.418,2341.27,0.8715,,0.6135,0.4805,0.75,0.5,0.5,0.4741,0.3987,0
4821,1,1,3,2,26-35,Tier-2,20_40pct,Graduate,7,1.79,500.96,0.4311,0.4897,0.6448,0.2807,0.75,0.5,0.25,0.6729,0.4789,0
4822,1,1,2,1,26-35,Tier-2,40_60pct,Secondary,5,1.372,1654.13,0.2965,0.3864,0.608,0.4421,0.75,0.5,0.5,0.4651,0.4951,0
4823,1,2,0,1,26-35,Tier-3,Top_20pct,Secondary,6,1.399,469.94,0.8739,0.5034,0.6488,0.2206,0.75,0.0,1.0,0.4098,0.4062,0
4824,2,0,4,2,36-45,Tier-1,Bottom_20pct,Graduate,6,7.612,167.06,0.3567,0.7851,0.5218,0.539,0.5,1.0,0.0,0.5451,0.6981,1
4825,0,0,1,1,18-25,Tier-1,60_80pct,Secondary,3,14.782,2101.93,0.9344,0.6974,0.6971,0.5504,1.0,1.0,0.75,0.5686,0.6832,1
4826,2,1,1,2,36-45,Tier-2,60_80pct,Graduate,2,4.529,310.95,0.8753,0.4634,0.6575,0.4508,0.5,0.5,0.75,0.555,0.4142,0
4827,0,0,2,1,18-25,Tier-1,40_60pct,Secondary,2,1.0,,0.6411,0.6773,0.672,0.6419,1.0,1.0,0.5,0.4761,0.6281,1
4828,1,1,2,1,26-35,Tier-2,40_60pct,Secondary,2,1.0,714.37,0.1341,0.3961,0.7534,0.4025,0.75,0.5,0.5,0.4186,0.3509,0
4829,1,0,3,3,26-35,Tier-1,20_40pct,Postgraduate,1,1.367,813.53,0.4275,0.8766,0.4385,0.6114,0.75,1.0,0.25,0.3645,0.726,1
4830,3,0,1,1,46-55,Tier-1,60_80pct,Secondary,7,1.0,1823.43,0.1108,0.4622,0.7747,0.5552,0.25,1.0,0.75,0.6298,0.3631,0
4831,2,0,2,2,36-45,Tier-1,40_60pct,Graduate,4,4.32,93.31,0.2252,0.6311,0.5694,0.6406,0.5,1.0,0.5,0.5325,0.6177,1
4832,2,1,2,0,36-45,Tier-2,40_60pct,Below_Secondary,5,5.985,1386.64,0.2813,0.4364,,0.3056,0.5,0.5,0.5,0.4017,0.4085,0
4833,0,2,1,1,18-25,Tier-3,60_80pct,Secondary,3,1.0,1196.31,0.7912,0.5554,0.629,0.2134,1.0,0.0,0.75,0.5455,0.5288,1
4834,2,0,4,0,36-45,Tier-1,Bottom_20pct,Below_Secondary,5,2.896,296.23,0.4889,0.4545,0.5887,0.6551,0.5,1.0,0.0,0.4856,0.5136,1
4835,0,1,3,1,18-25,Tier-2,20_40pct,Secondary,4,4.877,671.01,0.2853,0.5623,0.7138,0.4857,1.0,0.5,0.25,0.4479,0.5469,1
4836,1,0,2,3,26-35,Tier-1,40_60pct,Postgraduate,1,1.071,1459.44,0.6627,0.8655,0.5732,0.5979,0.75,1.0,0.5,0.5618,0.7045,1
4837,1,1,0,3,26-35,Tier-2,Top_20pct,Postgraduate,1,11.562,254.03,0.7714,0.731,0.7021,0.4062,0.75,0.5,1.0,0.5822,0.5618,1
4838,0,0,4,2,18-25,Tier-1,Bottom_20pct,Graduate,4,3.982,558.43,0.8351,0.76,0.6219,0.6895,1.0,1.0,0.0,0.581,0.6264,1
4839,1,1,0,3,26-35,Tier-2,Top_20pct,Postgraduate,6,2.119,1784.06,0.6623,0.6819,0.6355,0.5007,0.75,0.5,1.0,0.8291,0.6713,1
4840,4,1,1,2,55+,Tier-2,60_80pct,Graduate,3,1.0,186.91,0.233,0.559,0.6568,0.4722,0.0,0.5,0.75,0.4207,0.4526,0
4841,4,2,0,1,55+,Tier-3,Top_20pct,Secondary,4,3.311,844.42,0.5238,0.5175,0.5424,0.3853,0.0,0.0,1.0,0.4607,0.434,0
4842,1,0,0,1,26-35,Tier-1,Top_20pct,Secondary,1,2.047,852.81,,0.5597,0.6064,0.6067,0.75,1.0,1.0,0.5634,0.6499,1
4843,0,2,3,2,18-25,Tier-3,20_40pct,Graduate,6,17.458,801.34,0.2972,0.6924,0.532,0.304,1.0,0.0,0.25,0.6887,0.5462,1
4844,0,1,2,1,18-25,Tier-2,40_60pct,Secondary,1,2.38,217.19,0.1965,0.5593,0.592,0.5556,1.0,0.5,0.5,0.5534,0.5857,1
4845,1,2,4,1,26-35,Tier-3,Bottom_20pct,Secondary,6,12.692,634.26,0.8086,0.4115,0.4756,0.2712,0.75,0.0,0.0,0.6015,0.4425,0
4846,4,0,1,2,55+,Tier-1,60_80pct,Graduate,5,5.793,672.82,0.0335,0.4851,0.7055,0.5179,0.0,1.0,0.75,0.5854,0.4791,0
4847,0,0,2,0,18-25,Tier-1,40_60pct,Below_Secondary,3,1.0,569.04,0.6931,0.4464,0.6806,0.5886,1.0,1.0,0.5,0.4781,0.5579,1
4848,2,2,4,0,36-45,Tier-3,Bottom_20pct,Below_Secondary,3,13.494,1368.33,0.1684,0.4115,0.6118,0.5169,0.5,0.0,0.0,0.5144,0.4446,0
4849,0,0,3,1,18-25,Tier-1,20_40pct,Secondary,1,1.0,662.48,0.5314,0.5385,0.6417,0.5276,1.0,1.0,0.25,0.4276,0.5239,1
4850,4,0,3,2,55+,Tier-1,20_40pct,Graduate,4,2.971,807.78,0.1845,0.5546,0.5481,0.5945,0.0,1.0,0.25,0.5454,0.4527,0
4851,1,0,0,1,26-35,Tier-1,Top_20pct,Secondary,1,12.82,191.25,0.9042,0.5931,0.7861,0.58,0.75,1.0,1.0,0.6536,0.5427,1
4852,2,2,3,2,36-45,Tier-3,20_40pct,Graduate,5,8.816,294.03,0.2984,,0.5495,0.2935,0.5,0.0,0.25,0.4926,0.3417,0
4853,1,0,1,1,26-35,Tier-1,60_80pct,Secondary,4,3.343,366.12,0.6848,0.4569,0.7267,0.6732,0.75,1.0,0.75,0.2319,0.5412,1
4854,2,2,2,2,36-45,Tier-3,40_60pct,Graduate,1,1.159,394.49,0.9366,0.5568,0.7491,0.2548,0.5,0.0,0.5,0.2883,0.4321,0
4855,0,1,2,1,18-25,Tier-2,40_60pct,Secondary,6,3.559,676.14,0.6336,0.6781,0.6759,0.4419,1.0,0.5,0.5,0.7261,0.6281,1
4856,0,0,2,3,18-25,Tier-1,40_60pct,Postgraduate,7,3.966,299.53,0.3755,0.837,0.5853,0.6392,1.0,1.0,0.5,0.5521,0.6205,1
4857,3,0,3,1,46-55,Tier-1,20_40pct,Secondary,6,28.941,,0.4346,0.491,0.6172,0.7013,0.25,1.0,0.25,0.4821,0.5458,1
4858,3,0,2,2,46-55,Tier-1,40_60pct,Graduate,3,8.687,732.0,0.7827,0.7062,0.6546,0.5404,0.25,1.0,0.5,0.5079,0.6225,1
4859,3,1,0,2,46-55,Tier-2,Top_20pct,Graduate,5,9.878,628.41,0.2274,0.474,0.6192,0.5568,0.25,0.5,1.0,0.5509,0.4448,0
4860,2,1,2,1,36-45,Tier-2,40_60pct,Secondary,7,21.411,868.72,0.1871,0.4624,0.6764,0.4673,0.5,0.5,0.5,0.5095,0.4626,0
4861,3,1,2,1,46-55,Tier-2,40_60pct,Secondary,1,3.705,4589.24,0.7668,0.4574,0.7223,0.521,0.25,0.5,0.5,0.4974,0.3797,0
4862,0,0,1,2,18-25,Tier-1,60_80pct,Graduate,1,4.4,212.27,0.315,0.662,,0.6344,1.0,1.0,0.75,0.6643,0.6563,1
4863,1,1,1,2,26-35,Tier-2,60_80pct,Graduate,6,3.03,684.99,0.2736,0.7233,0.5639,0.5021,0.75,0.5,0.75,0.455,0.5836,1
4864,1,2,0,1,26-35,Tier-3,Top_20pct,Secondary,7,1.0,637.24,0.2702,0.467,0.6933,0.3609,0.75,0.0,1.0,0.4813,0.4112,0
4865,2,1,1,0,36-45,Tier-2,60_80pct,Below_Secondary,6,3.725,729.78,0.7232,0.4531,0.703,0.4215,0.5,0.5,0.75,0.4828,0.5133,1
4866,1,2,4,0,26-35,Tier-3,Bottom_20pct,Below_Secondary,6,4.368,4448.76,0.4632,0.4469,0.5524,0.3963,0.75,0.0,0.0,0.3949,0.4843,0
4867,0,0,1,1,18-25,Tier-1,60_80pct,Secondary,6,1.354,63.77,0.3154,0.6341,0.721,0.5334,1.0,1.0,0.75,0.4525,0.5862,1
4868,2,2,2,1,36-45,Tier-3,40_60pct,Secondary,2,7.635,466.4,0.968,0.4567,0.5989,0.2628,0.5,0.0,0.5,0.4988,0.4056,0
4869,3,0,3,3,46-55,Tier-1,20_40pct,Postgraduate,7,1.0,660.09,0.9314,0.7622,0.5476,0.5228,0.25,1.0,0.25,0.5945,0.6275,1
4870,1,0,0,1,26-35,Tier-1,Top_20pct,Secondary,7,3.486,1057.68,0.6141,0.4931,0.5404,0.6798,0.75,1.0,1.0,0.7192,0.5649,1
4871,0,2,4,1,18-25,Tier-3,Bottom_20pct,Secondary,4,5.434,1244.84,0.7648,0.5724,,0.2997,1.0,0.0,0.0,0.5008,0.424,0
4872,0,2,1,2,18-25,Tier-3,60_80pct,Graduate,2,1.0,139.84,0.948,,0.7399,0.4981,1.0,0.0,0.75,0.4451,0.4506,0
4873,1,1,3,2,26-35,Tier-2,20_40pct,Graduate,3,8.15,561.73,0.7421,0.6458,0.6335,0.4089,0.75,0.5,0.25,0.2724,0.5387,1
4874,1,0,0,1,26-35,Tier-1,Top_20pct,Secondary,4,1.813,282.15,0.23,0.4073,0.7004,0.684,0.75,1.0,1.0,0.6137,0.4786,0
4875,2,0,0,1,36-45,Tier-1,Top_20pct,Secondary,5,6.325,916.0,0.0132,0.5961,0.7182,0.6657,0.5,1.0,1.0,0.5353,0.5228,1
4876,2,1,1,1,36-45,Tier-2,60_80pct,Secondary,4,1.0,761.56,0.1917,0.5591,0.6487,0.4523,0.5,0.5,0.75,0.538,0.4558,0
4877,2,2,1,1,36-45,Tier-3,60_80pct,Secondary,7,4.842,390.82,0.8784,,0.6363,0.2265,0.5,0.0,0.75,0.6719,0.3317,0
4878,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,6,4.073,3293.14,0.8703,0.5377,0.6146,0.5832,0.75,1.0,0.25,0.4243,0.5234,1
4879,3,2,0,1,46-55,Tier-3,Top_20pct,Secondary,1,1.0,509.16,0.4813,0.4971,0.7362,0.32,0.25,0.0,1.0,0.6511,0.3292,0
4880,0,0,2,0,18-25,Tier-1,40_60pct,Below_Secondary,1,4.901,493.44,0.1014,0.4059,0.7953,0.521,1.0,1.0,0.5,0.4737,0.4309,0
4881,1,2,0,3,26-35,Tier-3,Top_20pct,Postgraduate,1,5.877,294.32,0.7851,0.5912,0.7033,0.2705,0.75,0.0,1.0,0.1629,0.4425,0
4882,3,2,3,0,46-55,Tier-3,20_40pct,Below_Secondary,4,3.451,44.89,0.2069,0.3295,0.6949,0.3727,0.25,0.0,0.25,0.4871,0.4606,0
4883,0,1,3,1,18-25,Tier-2,20_40pct,Secondary,1,4.321,701.03,0.4395,0.5727,0.5263,0.4396,1.0,0.5,0.25,0.5196,0.541,1
4884,0,0,2,3,18-25,Tier-1,40_60pct,Postgraduate,1,10.92,298.79,0.5671,0.8403,0.5616,0.8261,1.0,1.0,0.5,0.5319,0.7194,1
4885,3,2,1,2,46-55,Tier-3,60_80pct,Graduate,6,5.982,785.92,0.1675,0.5704,0.7001,0.3806,0.25,0.0,0.75,0.755,0.4335,0
4886,1,1,2,1,26-35,Tier-2,40_60pct,Secondary,2,11.82,9597.44,,0.6552,,0.4938,0.75,0.5,0.5,0.5634,0.5306,1
4887,2,1,0,0,36-45,Tier-2,Top_20pct,Below_Secondary,1,4.019,797.54,,0.3833,0.7287,0.5271,0.5,0.5,1.0,0.5441,0.4406,0
4888,0,1,0,3,18-25,Tier-2,Top_20pct,Postgraduate,2,1.0,785.69,0.7846,0.8237,0.6834,0.6761,1.0,0.5,1.0,0.5573,0.6066,1
4889,2,0,2,0,36-45,Tier-1,40_60pct,Below_Secondary,3,1.414,,0.1664,0.3835,0.6615,0.5281,0.5,1.0,0.5,0.5388,0.5158,1
4890,1,2,4,2,26-35,Tier-3,Bottom_20pct,Graduate,4,1.0,2223.95,0.7933,0.6282,0.6673,0.325,0.75,0.0,0.0,0.2475,0.421,0
4891,0,0,4,3,18-25,Tier-1,Bottom_20pct,Postgraduate,2,2.042,798.65,0.7492,0.8544,,0.8377,1.0,1.0,0.0,0.4251,0.7851,1
4892,2,2,2,0,36-45,Tier-3,40_60pct,Below_Secondary,7,3.246,787.22,,0.3087,0.7613,0.2898,0.5,0.0,0.5,0.5819,0.3497,0
4893,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,6,1.478,405.28,0.1283,0.5823,0.5886,0.6618,0.75,1.0,0.5,0.4564,0.5946,1
4894,1,1,4,3,26-35,Tier-2,Bottom_20pct,Postgraduate,4,3.228,1092.61,0.1017,0.822,0.5371,0.598,0.75,0.5,0.0,0.3395,0.5822,1
4895,0,0,2,2,18-25,Tier-1,40_60pct,Graduate,7,2.266,1139.71,0.6921,0.6747,0.7039,0.7017,1.0,1.0,0.5,0.6713,0.636,1
4896,0,0,2,1,18-25,Tier-1,40_60pct,Secondary,7,4.052,688.89,0.5493,0.5503,0.6178,0.5416,1.0,1.0,0.5,0.3772,0.6024,1
4897,1,0,4,3,26-35,Tier-1,Bottom_20pct,Postgraduate,4,2.798,226.09,0.4999,0.8969,0.6787,0.6955,0.75,1.0,0.0,0.4942,0.7088,1
4898,0,1,1,2,18-25,Tier-2,60_80pct,Graduate,5,2.847,790.56,0.986,0.6485,0.7092,0.5645,1.0,0.5,0.75,0.5181,0.5259,1
4899,3,1,0,2,46-55,Tier-2,Top_20pct,Graduate,2,3.373,1334.53,0.2446,,0.6917,0.5468,0.25,0.5,1.0,0.6102,0.4484,0
4900,0,2,2,2,18-25,Tier-3,40_60pct,Graduate,1,22.063,280.53,0.368,0.5769,0.6953,0.4211,1.0,0.0,0.5,0.6485,0.4816,0
4901,1,0,0,0,26-35,Tier-1,Top_20pct,Below_Secondary,7,4.066,839.69,0.4324,0.4226,,0.5161,0.75,1.0,1.0,0.546,0.4769,0
4902,0,1,1,1,18-25,Tier-2,60_80pct,Secondary,6,6.425,1311.83,0.7373,0.4987,0.655,,1.0,0.5,0.75,0.3003,0.5937,1
4903,1,2,2,0,26-35,Tier-3,40_60pct,Below_Secondary,6,2.696,889.8,0.1561,0.4418,0.5464,0.3745,0.75,0.0,0.5,0.4137,0.5487,1
4904,3,0,2,0,46-55,Tier-1,40_60pct,Below_Secondary,5,1.972,3387.77,0.2184,0.4542,0.6653,0.7135,0.25,1.0,0.5,0.3627,0.5087,1
4905,0,0,4,0,18-25,Tier-1,Bottom_20pct,Below_Secondary,2,12.419,353.27,0.5284,0.5099,0.5903,0.4981,1.0,1.0,0.0,0.6194,0.559,1
4906,4,1,1,1,55+,Tier-2,60_80pct,Secondary,6,6.781,261.36,0.1386,0.46,0.7179,0.515,0.0,0.5,0.75,0.5998,0.4814,0
4907,0,0,1,1,18-25,Tier-1,60_80pct,Secondary,2,4.367,290.35,0.7448,0.5753,0.6881,0.5628,1.0,1.0,0.75,0.2364,0.5122,1
4908,2,0,0,3,36-45,Tier-1,Top_20pct,Postgraduate,3,2.051,396.7,0.2708,0.8188,0.6501,0.7134,0.5,1.0,1.0,0.515,0.6092,1
4909,2,1,2,2,36-45,Tier-2,40_60pct,Graduate,1,1.491,354.4,0.3684,0.5871,0.6121,0.527,0.5,0.5,0.5,0.4974,0.4918,0
4910,3,0,3,2,46-55,Tier-1,20_40pct,Graduate,3,1.452,1378.47,0.3362,0.696,0.6508,0.7226,0.25,1.0,0.25,0.5107,0.6541,1
4911,2,1,2,1,36-45,Tier-2,40_60pct,Secondary,4,3.503,119.44,0.5141,0.3836,0.5926,0.468,0.5,0.5,0.5,0.5777,0.3559,0
4912,2,2,1,1,36-45,Tier-3,60_80pct,Secondary,1,10.39,349.72,0.4079,0.3797,0.6208,0.2544,0.5,0.0,0.75,0.364,0.3637,0
4913,0,1,2,1,18-25,Tier-2,40_60pct,Secondary,3,10.645,1567.71,0.2285,0.5423,0.7594,0.4849,1.0,0.5,0.5,0.3355,0.4146,0
4914,0,1,2,2,18-25,Tier-2,40_60pct,Graduate,3,6.832,561.13,0.9722,0.6761,0.6784,0.4595,1.0,0.5,0.5,0.6258,0.6746,1
4915,3,0,0,2,46-55,Tier-1,Top_20pct,Graduate,7,3.91,216.27,0.5745,0.7331,0.7865,0.7116,0.25,1.0,1.0,0.4202,0.4707,0
4916,1,2,1,0,26-35,Tier-3,60_80pct,Below_Secondary,7,1.339,,0.8722,0.4556,0.6944,0.34,0.75,0.0,0.75,0.4476,0.4136,0
4917,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,1,3.259,2127.5,0.9468,0.845,0.5923,0.5942,0.75,1.0,0.5,0.4524,0.6102,1
4918,2,1,4,2,36-45,Tier-2,Bottom_20pct,Graduate,2,5.933,561.97,0.2262,0.5485,0.5664,0.4868,0.5,0.5,0.0,0.7414,0.5883,1
4919,1,2,3,2,26-35,Tier-3,20_40pct,Graduate,4,4.52,876.85,0.1864,0.5727,0.5916,0.4069,0.75,0.0,0.25,0.4358,0.478,0
4920,4,1,3,1,55+,Tier-2,20_40pct,Secondary,5,3.608,555.51,0.1138,0.5218,0.5572,0.3668,0.0,0.5,0.25,0.3284,0.4053,0
4921,2,1,4,2,36-45,Tier-2,Bottom_20pct,Graduate,6,2.795,2815.86,0.9133,0.5585,0.5219,,0.5,0.5,0.0,0.5835,0.561,1
4922,2,1,3,2,36-45,Tier-2,20_40pct,Graduate,5,6.982,500.13,0.3775,0.6269,0.5992,0.5176,0.5,0.5,0.25,0.2723,0.548,1
4923,3,0,4,1,46-55,Tier-1,Bottom_20pct,Secondary,5,9.233,398.74,0.0346,0.4545,0.7346,0.6915,0.25,1.0,0.0,0.4186,0.4361,0
4924,0,2,0,1,18-25,Tier-3,Top_20pct,Secondary,4,6.417,1266.63,0.3545,0.4081,0.6843,0.2638,1.0,0.0,1.0,0.4766,0.3344,0
4925,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,1,13.897,1130.28,0.4085,0.3262,0.7697,0.6022,0.75,1.0,0.5,0.5098,0.3849,0
4926,1,1,3,1,26-35,Tier-2,20_40pct,Secondary,1,7.568,572.17,0.8086,0.3163,0.5078,0.3074,0.75,0.5,0.25,0.5238,0.406,0
4927,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,7,2.995,791.84,0.4269,0.4622,0.5928,0.6233,0.75,1.0,0.5,0.5213,0.5664,1
4928,2,2,0,1,36-45,Tier-3,Top_20pct,Secondary,1,4.795,1238.66,0.0662,0.461,0.6418,0.3555,0.5,0.0,1.0,0.8559,0.3983,0
4929,3,0,1,1,46-55,Tier-1,60_80pct,Secondary,5,3.51,401.5,0.5145,0.5008,0.6949,0.6885,0.25,1.0,0.75,0.3735,0.615,1
4930,1,1,1,1,26-35,Tier-2,60_80pct,Secondary,2,3.952,1367.54,0.1259,0.342,0.5712,0.568,0.75,0.5,0.75,0.5317,0.4664,0
4931,1,1,1,1,26-35,Tier-2,60_80pct,Secondary,3,11.302,719.89,0.5254,0.5337,0.683,0.4906,0.75,0.5,0.75,0.3957,0.471,0
4932,4,1,1,2,55+,Tier-2,60_80pct,Graduate,7,1.79,861.93,,0.6288,,0.5097,0.0,0.5,0.75,0.5665,0.44,0
4933,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,5,1.0,,0.6707,0.6158,0.5484,0.7623,0.75,1.0,0.5,0.6652,0.605,1
4934,1,1,3,1,26-35,Tier-2,20_40pct,Secondary,4,5.948,,0.7962,0.5842,0.5806,0.2888,0.75,0.5,0.25,0.6082,0.4296,0
4935,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,1,1.0,303.92,0.1408,0.4532,0.6423,0.5115,0.75,1.0,0.25,0.613,0.4347,0
4936,3,1,3,2,46-55,Tier-2,20_40pct,Graduate,7,1.0,410.08,0.0638,0.6229,0.4925,0.6221,0.25,0.5,0.25,0.4918,0.6875,1
4937,2,0,3,2,36-45,Tier-1,20_40pct,Graduate,3,24.448,1835.13,0.5097,0.4692,0.6114,0.6178,0.5,1.0,0.25,0.4426,0.6032,1
4938,2,1,1,1,36-45,Tier-2,60_80pct,Secondary,1,1.552,256.4,0.3655,0.4708,0.6588,0.3369,0.5,0.5,0.75,0.2809,0.3373,0
4939,3,0,1,2,46-55,Tier-1,60_80pct,Graduate,1,1.139,391.81,0.3234,0.64,0.6932,0.6863,0.25,1.0,0.75,0.5137,0.6495,1
4940,1,2,0,1,26-35,Tier-3,Top_20pct,Secondary,1,1.06,311.36,0.4894,0.4421,0.6594,0.3791,0.75,0.0,1.0,0.6122,0.4547,0
4941,1,1,4,2,26-35,Tier-2,Bottom_20pct,Graduate,6,2.658,937.98,0.3617,0.6127,0.5434,,0.75,0.5,0.0,0.5183,0.5508,1
4942,3,0,0,3,46-55,Tier-1,Top_20pct,Postgraduate,7,2.633,,0.7594,0.8512,0.6256,0.7823,0.25,1.0,1.0,0.5347,0.6527,1
4943,1,1,3,1,26-35,Tier-2,20_40pct,Secondary,2,5.005,536.26,0.1566,0.4313,,0.5807,0.75,0.5,0.25,0.4805,0.4329,0
4944,3,2,1,3,46-55,Tier-3,60_80pct,Postgraduate,7,1.0,110.56,0.8242,0.5225,0.6509,0.2796,0.25,0.0,0.75,0.4648,0.4281,0
4945,3,0,4,1,46-55,Tier-1,Bottom_20pct,Secondary,3,5.045,1247.62,0.1849,,0.63,0.5897,0.25,1.0,0.0,0.5318,0.5937,1
4946,2,1,1,2,36-45,Tier-2,60_80pct,Graduate,7,3.022,603.02,0.6983,0.4905,0.608,0.5832,0.5,0.5,0.75,0.5348,0.5808,1
4947,2,1,3,1,36-45,Tier-2,20_40pct,Secondary,7,1.164,1003.23,0.4923,0.4624,0.5936,0.61,0.5,0.5,0.25,0.5838,0.631,1
4948,3,0,1,2,46-55,Tier-1,60_80pct,Graduate,7,7.53,1236.17,0.1917,0.5362,0.6138,0.7341,0.25,1.0,0.75,0.5063,0.5334,1
4949,3,2,1,0,46-55,Tier-3,60_80pct,Below_Secondary,5,3.213,384.81,0.1798,0.3539,0.7538,0.3509,0.25,0.0,0.75,0.6524,0.3327,0
4950,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,2,6.313,241.34,0.7364,0.7373,0.5897,0.6984,0.75,1.0,0.5,0.4106,0.7542,1
4951,0,0,4,2,18-25,Tier-1,Bottom_20pct,Graduate,6,12.664,230.57,0.5084,0.6009,0.6205,0.5946,1.0,1.0,0.0,0.7679,0.5595,1
4952,1,2,2,1,26-35,Tier-3,40_60pct,Secondary,4,2.18,3477.51,0.8042,0.5691,0.5385,0.2816,0.75,0.0,0.5,0.3672,0.4806,0
4953,2,1,4,0,36-45,Tier-2,Bottom_20pct,Below_Secondary,7,11.409,415.07,0.1143,0.3027,0.5946,0.3179,0.5,0.5,0.0,0.5096,0.3631,0
4954,1,2,3,1,26-35,Tier-3,20_40pct,Secondary,6,1.118,441.53,0.7114,0.5129,0.6932,0.3339,0.75,0.0,0.25,0.4588,0.418,0
4955,2,1,3,2,36-45,Tier-2,20_40pct,Graduate,4,1.256,1109.22,0.2889,0.5519,0.5164,0.5321,0.5,0.5,0.25,0.555,0.5003,1
4956,1,1,2,3,26-35,Tier-2,40_60pct,Postgraduate,6,5.449,628.32,0.402,0.8574,0.6948,0.4629,0.75,0.5,0.5,0.5926,0.5189,1
4957,2,2,1,1,36-45,Tier-3,60_80pct,Secondary,5,1.0,86.14,0.2536,0.2134,0.6856,0.3285,0.5,0.0,0.75,0.5946,0.3382,0
4958,0,0,0,2,18-25,Tier-1,Top_20pct,Graduate,3,3.033,254.19,0.5993,0.5447,0.5992,0.4984,1.0,1.0,1.0,0.5228,0.5692,1
4959,2,2,4,1,36-45,Tier-3,Bottom_20pct,Secondary,5,1.203,790.89,,0.4414,0.5377,0.2475,0.5,0.0,0.0,0.5328,0.4022,0
4960,2,1,4,1,36-45,Tier-2,Bottom_20pct,Secondary,2,4.23,280.81,0.9296,0.3795,0.5761,0.5686,0.5,0.5,0.0,0.6302,0.3798,0
4961,0,0,3,1,18-25,Tier-1,20_40pct,Secondary,3,8.221,2730.18,0.6198,0.6458,0.6634,0.7859,1.0,1.0,0.25,0.4848,0.7168,1
4962,1,1,1,2,26-35,Tier-2,60_80pct,Graduate,7,1.0,212.57,0.9391,0.4912,0.449,0.4298,0.75,0.5,0.75,0.4632,0.5334,1
4963,2,0,1,3,36-45,Tier-1,60_80pct,Postgraduate,7,2.666,242.62,0.7762,0.7261,0.6577,0.679,0.5,1.0,0.75,0.7045,0.6875,1
4964,1,1,4,2,26-35,Tier-2,Bottom_20pct,Graduate,4,6.559,259.01,0.1042,0.9371,0.6022,0.3993,0.75,0.5,0.0,0.3694,0.5973,1
4965,0,1,0,1,18-25,Tier-2,Top_20pct,Secondary,3,2.095,1047.38,0.586,0.5965,0.6777,0.2582,1.0,0.5,1.0,0.509,0.5189,1
4966,4,2,3,2,55+,Tier-3,20_40pct,Graduate,3,1.0,221.55,0.0621,0.3851,0.6258,0.3557,0.0,0.0,0.25,0.4388,0.3062,0
4967,2,0,1,0,36-45,Tier-1,60_80pct,Below_Secondary,3,4.475,2685.01,0.1019,0.6191,0.7337,,0.5,1.0,0.75,0.4836,0.5623,1
4968,4,1,1,1,55+,Tier-2,60_80pct,Secondary,5,1.0,2065.98,0.2248,0.5972,0.7739,0.4685,0.0,0.5,0.75,0.4562,0.4703,0
4969,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,1,2.31,1502.25,0.3249,0.4739,0.5728,0.6803,0.75,1.0,0.25,0.3591,0.5404,1
4970,1,1,0,1,26-35,Tier-2,Top_20pct,Secondary,2,23.3,148.97,0.1778,0.5371,0.6749,0.4138,0.75,0.5,1.0,0.268,0.4638,0
